assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,firstGoals,giveaways,giveawaysPer60,hits,hitsPer60,missedShotCrossbar,missedShotFailedBankAttempt,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,shotAttemptsBlocked,takeaways,takeawaysPer60,totalShotAttempts
14,9,15,0.44444,1,67,17,Johnson,0,26,8474870,-35,31,0.46268,C,8,16,20232024,0,0,0.15178,R,112,Tyler Johnson,CHI,932.3134,31,1.78,1.0,0,1.0,1,21,1.21,48,2.76,1,,1,4,3,40,49,40,26,1.49,201
13,7,17,0.375,1,66,10,Hoffman,0,20,8474884,-21,23,0.34848,C,3,6,20232024,0,0,0.14084,L,71,Mike Hoffman,SJS,823.8939,27,1.78,0.0,0,0.0,2,12,0.79,28,1.85,2,,0,6,0,34,42,47,31,2.05,160
19,10,24,0.1875,0,78,11,Johansson,0,22,8475149,-15,30,0.38461,L,1,6,20232024,0,0,0.09821,L,112,Marcus Johansson,MIN,953.2692,29,1.4,0.0,0,0.0,2,33,1.59,44,2.13,0,,0,4,0,56,60,74,26,1.25,246
24,20,34,0.38235,8,82,30,Palmieri,1,26,8475151,-16,54,0.65853,C,10,20,20232024,0,0,0.13761,R,218,Kyle Palmieri,NYI,1033.1829,43,1.82,0.0,2,2.0,5,37,1.57,89,3.78,1,,7,9,1,76,94,72,21,0.89,384
43,12,41,0.53906,1,82,26,O'Reilly,0,18,8475158,6,69,0.84146,C,14,28,20232024,0,0,0.14444,L,180,Ryan O'Reilly,NSH,1185.9512,56,2.07,2.0,1,3.0,4,30,1.11,25,0.92,0,,1,4,1,62,68,46,64,2.36,294
12,5,13,0.34,1,81,7,Silfverberg,0,24,8475164,4,19,0.23456,R,1,4,20232024,1,2,0.06862,R,102,Jakob Silfverberg,ANA,783.037,36,2.04,0.0,0,0.0,2,25,1.41,16,0.9,1,,0,3,0,45,49,45,23,1.3,196
36,20,45,0.59319,6,80,29,Tavares,1,30,8475166,2,65,0.8125,C,9,20,20232024,0,0,0.10394,L,279,John Tavares,TOR,1071.9,37,1.55,0.0,1,1.0,4,51,2.14,134,5.62,1,,6,10,3,86,106,99,37,1.55,484
63,9,45,,2,78,13,Hedman,0,76,8475167,18,76,0.97435,D,4,31,20232024,0,0,0.07738,L,168,Victor Hedman,TBL,1488.2564,102,3.16,4.0,0,4.0,5,54,1.67,65,2.01,3,,5,7,2,83,100,135,29,0.89,403
40,19,49,0.56514,7,80,25,Duchene,2,20,8475168,15,65,0.8125,C,6,16,20232024,0,0,0.14534,L,172,Matt Duchene,DAL,1005.975,48,2.14,0.0,2,2.0,4,58,2.59,30,1.34,3,,10,9,0,63,85,90,36,1.61,347
20,21,36,0.47945,3,77,24,Kane,1,85,8475169,-4,44,0.57142,L,2,7,20232024,1,1,0.10909,L,220,Evander Kane,EDM,1006.6103,29,1.34,0.0,4,4.0,1,41,1.9,250,11.61,3,,0,8,3,86,100,107,25,1.16,427
26,15,33,0.49347,3,82,20,Schenn,2,56,8475170,-22,46,0.56097,C,4,12,20232024,1,1,0.11764,L,170,Brayden Schenn,STL,1066.8536,51,2.09,0.0,0,0.0,3,38,1.56,169,6.95,1,,8,7,4,69,89,68,59,2.42,327
23,8,21,,3,80,9,Ekman-Larsson,1,76,8475171,10,32,0.4,D,1,11,20232024,0,0,0.07317,L,123,Oliver Ekman-Larsson,FLA,1103.625,70,2.85,1.0,0,1.0,1,35,1.42,105,4.28,0,,2,2,2,54,60,111,15,0.61,294
46,19,53,0.48925,4,82,29,Kadri,2,43,8475172,0,75,0.91463,C,10,22,20232024,0,0,0.10469,L,277,Nazem Kadri,CGY,1105.5487,24,0.95,1.0,3,4.0,5,70,2.77,57,2.26,0,,4,13,3,94,114,133,56,2.22,524
7,3,10,,0,59,3,de Haan,0,22,8475177,-9,10,0.16949,D,0,0,20232024,0,0,0.05357,L,56,Calvin de Haan,TBL,997.5254,82,5.01,2.0,1,3.0,0,23,1.4,96,5.87,0,,0,0,1,35,36,71,11,0.67,163
19,1,18,,0,76,1,Kulikov,0,63,8475179,15,20,0.26315,D,0,0,20232024,0,2,0.01351,L,74,Dmitry Kulikov,FLA,990.8289,84,4.01,3.0,0,3.0,0,47,2.24,145,6.93,1,,0,4,0,37,42,70,22,1.05,186
25,2,25,,0,82,3,Leddy,0,14,8475181,14,28,0.34146,D,0,1,20232024,1,2,0.03658,L,82,Nick Leddy,STL,1341.6951,127,4.15,1.0,0,1.0,0,38,1.24,51,1.66,0,,1,5,1,30,37,53,32,1.04,172
36,19,41,0.36458,7,82,39,Kreider,1,26,8475184,19,75,0.91463,L,18,29,20232024,2,5,0.15853,L,246,Chris Kreider,NYR,1127.0121,20,0.77,4.0,2,6.0,2,29,1.12,99,3.85,1,,8,5,1,110,125,69,23,0.89,440
22,4,24,,0,82,4,McNabb,0,37,8475188,18,26,0.31707,D,0,1,20232024,0,1,0.04651,L,86,Brayden McNabb,VGK,1161.2439,207,7.82,2.0,0,2.0,1,24,0.9,149,5.63,0,,0,1,0,36,37,85,31,1.17,208
27,12,32,0.26315,3,76,13,Smith,0,18,8475191,3,40,0.52631,R,1,8,20232024,0,0,0.08552,L,152,Reilly Smith,PIT,968.0263,28,1.37,1.0,0,1.0,5,38,1.85,55,2.69,1,,5,4,2,50,62,58,36,1.76,272
15,9,23,0.25,2,70,9,Tatar,0,20,8475193,8,24,0.34285,L,0,1,20232024,0,0,0.125,L,72,Tomas Tatar,"COL,SEA",747.1428,24,1.65,1.0,0,1.0,0,19,1.3,43,2.95,1,,5,4,1,34,45,42,19,1.3,159
14,1,9,,0,41,1,Barrie,0,16,8475197,-10,15,0.36585,D,0,6,20232024,0,0,0.01538,R,65,Tyson Barrie,NSH,1099.317,47,3.75,0.0,0,0.0,0,18,1.43,14,1.11,0,,0,2,2,26,30,56,5,0.39,151
20,5,20,,1,82,6,Orlov,0,36,8475200,4,26,0.31707,D,0,5,20232024,1,1,0.04651,L,129,Dmitry Orlov,CAR,1038.8902,60,2.53,0.0,1,1.0,1,36,1.52,116,4.9,2,,3,6,2,58,71,120,26,1.09,320
10,6,16,,1,80,6,Dumoulin,0,20,8475208,3,16,0.2,D,0,0,20232024,0,0,0.08695,L,69,Brian Dumoulin,SEA,1020.9375,79,3.48,0.0,0,0.0,1,25,1.1,72,3.17,1,,0,4,2,38,45,72,18,0.79,186
34,8,41,,3,79,11,Ekholm,0,47,8475218,44,45,0.56962,D,2,3,20232024,1,1,0.06214,L,177,Mattias Ekholm,EDM,1262.962,93,3.35,0.0,0,0.0,2,58,2.09,136,4.9,0,,0,13,0,59,72,112,40,1.44,361
12,10,21,0.38888,3,55,10,Foligno,0,59,8475220,10,22,0.4,L,0,0,20232024,0,1,0.17857,L,56,Marcus Foligno,MIN,868.9272,40,3.01,0.0,2,2.0,2,18,1.35,179,13.48,0,,2,3,0,23,28,24,26,1.95,108
9,11,20,0.25,2,75,11,Smith,0,33,8475225,2,20,0.26666,C,0,0,20232024,0,0,0.09821,R,112,Craig Smith,DAL,613.0,30,2.34,0.0,0,0.0,3,23,1.8,51,3.99,1,,9,5,2,37,54,50,22,1.72,216
13,9,21,0.53405,1,70,10,Cizikas,0,22,8475231,-2,23,0.32857,C,0,1,20232024,1,1,0.12195,L,82,Casey Cizikas,NYI,836.4571,71,4.36,1.0,0,1.0,2,25,1.53,135,8.3,0,,0,5,0,23,28,32,25,1.53,142
18,6,24,,0,60,6,Savard,0,24,8475233,-1,24,0.4,D,0,0,20232024,0,0,0.11111,R,54,David Savard,MTL,1214.4833,163,8.05,0.0,1,1.0,1,46,2.27,69,3.4,0,,0,3,0,17,20,44,12,0.59,118
3,1,4,0.38461,0,60,1,Deslauriers,0,89,8475235,-7,4,0.06666,L,0,0,20232024,0,0,0.0204,L,49,Nicolas Deslauriers,PHI,488.9666,21,2.57,0.0,0,0.0,0,5,0.61,188,23.06,0,,2,0,0,26,28,22,14,1.71,99
1,0,1,0.5566,0,16,0,Froese,0,4,8475278,-2,1,0.0625,C,0,0,20232024,0,0,0.0,R,17,Byron Froese,VGK,640.125,8,2.81,0.0,0,0.0,0,1,0.35,22,7.73,0,,0,0,0,8,8,5,5,1.75,30
15,5,20,,1,77,5,Chiarot,1,56,8475279,-4,20,0.25974,D,0,0,20232024,0,0,0.04672,L,107,Ben Chiarot,DET,1186.6623,167,6.57,1.0,0,1.0,0,33,1.3,163,6.42,0,,2,4,0,40,46,79,18,0.7,232
19,14,30,0.5482,2,76,16,Haula,0,54,8475287,-1,35,0.46052,L,1,3,20232024,1,2,0.10322,L,155,Erik Haula,NJD,1012.671,49,2.29,4.0,3,7.0,1,28,1.3,94,4.39,1,,5,6,0,55,67,66,27,1.26,288
17,15,32,0.43181,2,81,20,Lee,0,68,8475314,2,37,0.45679,L,5,5,20232024,0,0,0.1081,L,185,Anders Lee,NYI,934.0246,54,2.56,0.0,1,1.0,3,19,0.9,176,8.37,1,,2,8,2,83,96,48,27,1.28,329
13,1,14,,0,78,1,Jensen,0,10,8475324,-9,14,0.17948,D,0,0,20232024,0,0,0.01408,R,71,Nick Jensen,WSH,1177.7692,123,4.82,1.0,0,1.0,0,55,2.15,62,2.42,0,,1,3,2,42,48,79,22,0.86,198
10,12,22,0.48144,2,64,12,Dowd,0,47,8475343,-2,22,0.34375,C,0,0,20232024,0,0,0.19672,R,61,Nic Dowd,WSH,912.1562,72,4.44,2.0,1,3.0,4,30,1.85,118,7.27,0,,1,3,0,21,25,17,46,2.83,103
0,1,1,0.30769,0,2,1,Dowling,0,0,8475413,-2,1,0.5,C,0,0,20232024,0,0,0.33333,L,3,Justin Dowling,NJD,631.5,1,2.85,,0,,0,0,0.0,1,2.85,0,,0,0,0,3,3,1,1,2.85,7
12,8,20,,2,77,8,Dillon,0,92,8475455,20,20,0.25974,D,0,0,20232024,0,0,0.10126,L,79,Brenden Dillon,WPG,1124.4805,111,4.61,0.0,0,0.0,1,28,1.16,241,10.02,0,,1,4,0,37,42,84,6,0.24,205
12,6,17,,0,66,6,Gudas,0,128,8475462,14,18,0.27272,D,0,0,20232024,0,1,0.06818,R,88,Radko Gudas,ANA,1170.2727,154,7.17,0.0,0,0.0,2,40,1.86,232,10.81,0,,0,1,0,55,56,76,12,0.55,220
17,2,19,,0,75,2,Tanev,0,24,8475690,22,19,0.25333,D,0,0,20232024,0,0,0.03571,R,56,Chris Tanev,"CGY,DAL",1181.0266,207,8.41,1.0,0,1.0,1,38,1.54,45,1.82,0,,0,0,1,19,20,42,25,1.01,118
51,7,30,0.375,1,69,12,Zuccarello,0,30,8475692,-5,63,0.91304,R,5,33,20232024,0,0,0.06936,L,173,Mats Zuccarello,MIN,1133.5507,50,2.3,0.0,1,1.0,1,38,1.74,26,1.19,1,,0,6,2,65,74,87,38,1.74,334
11,9,18,0.49242,3,52,10,Jarnkrok,1,18,8475714,16,21,0.40384,C,0,1,20232024,1,2,0.10869,R,92,Calle Jarnkrok,TOR,915.5,13,0.98,1.0,0,1.0,0,11,0.83,55,4.15,0,,1,2,0,33,36,39,16,1.2,167
5,0,5,,0,38,0,Holl,0,22,8475718,8,5,0.13157,D,0,0,20232024,0,0,0.0,R,14,Justin Holl,DET,904.921,39,4.08,0.0,0,0.0,0,18,1.88,59,6.17,0,,0,1,0,12,13,20,7,0.73,47
18,9,22,0.39393,0,69,14,Zucker,0,81,8475722,-9,32,0.46376,L,5,10,20232024,0,0,0.09333,L,150,Jason Zucker,"ARI,NSH",829.4347,18,1.13,0.0,0,0.0,3,37,2.32,98,6.16,2,,0,5,1,66,74,52,26,1.63,276
22,22,37,0.38028,4,79,33,Toffoli,1,14,8475726,-6,55,0.6962,C,11,18,20232024,0,0,0.1441,R,229,Tyler Toffoli,"NJD,WPG",1017.6075,11,0.49,0.0,2,2.0,2,31,1.38,75,3.35,0,,5,5,1,92,103,101,32,1.43,433
16,7,17,0.44979,1,63,8,Kuznetsov,0,30,8475744,-11,24,0.38095,C,1,7,20232024,0,0,0.08333,L,96,Evgeny Kuznetsov,"WSH,CAR",1053.1269,18,0.97,0.0,2,2.0,0,37,2.0,28,1.51,3,,0,4,0,38,45,52,29,1.57,193
35,17,44,0.51591,5,82,25,Coyle,0,38,8475745,-2,60,0.7317,C,7,11,20232024,1,5,0.17006,R,147,Charlie Coyle,BOS,1083.9878,60,2.43,4.0,1,5.0,3,36,1.45,131,5.3,2,,4,3,1,52,62,45,53,2.14,254
7,4,11,,0,65,4,Merrill,0,30,8475750,0,11,0.16923,D,0,0,20232024,0,0,0.09523,L,42,Jon Merrill,MIN,766.8307,57,4.11,0.0,0,0.0,1,12,0.86,37,2.67,0,,1,1,1,16,19,31,8,0.57,92
3,1,4,0.17647,0,34,1,Pitlick,0,4,8475752,-6,4,0.11764,C,0,0,20232024,0,0,0.03125,R,32,Tyler Pitlick,NYR,611.8823,15,2.59,0.0,0,0.0,0,5,0.86,84,14.53,0,,0,1,0,14,15,18,5,0.86,65
28,1,22,,1,60,2,Faulk,0,39,8475753,-2,30,0.5,D,1,7,20232024,0,1,0.01515,R,132,Justin Faulk,STL,1317.7333,104,4.73,2.0,0,2.0,0,35,1.59,83,3.77,1,,1,5,0,38,45,87,35,1.59,264
35,24,48,0.45235,2,82,34,Nelson,1,28,8475754,-5,69,0.84146,C,9,19,20232024,1,2,0.136,L,250,Brock Nelson,NYI,1085.0121,47,1.9,1.0,0,1.0,5,45,1.82,38,1.53,1,,8,6,6,61,82,87,39,1.57,419
0,0,0,,0,1,0,Petrovic,0,0,8475755,-1,0,0.0,D,0,0,20232024,0,0,0.0,R,2,Alexander Petrovic,DAL,772.0,0,0.0,,0,,0,0,0.0,2,9.32,0,,0,0,0,1,1,1,0,0.0,4
23,19,38,0.49241,2,76,22,Bjugstad,1,59,8475760,11,45,0.5921,C,2,6,20232024,1,1,0.13333,R,165,Nick Bjugstad,ARI,1046.6842,48,2.17,2.0,1,3.0,1,34,1.53,118,5.34,5,,4,9,1,61,80,51,32,1.44,296
4,0,4,,0,35,0,Forbort,0,17,8475762,8,4,0.11428,D,0,0,20232024,0,0,0.0,L,22,Derek Forbort,BOS,1067.6285,65,6.26,0.0,0,0.0,0,11,1.05,68,6.55,0,,1,0,0,26,27,24,6,0.57,73
16,13,24,0.5704,2,79,13,Hayes,0,12,8475763,0,29,0.36708,R,0,5,20232024,0,0,0.08496,L,153,Kevin Hayes,STL,868.0126,17,0.89,1.0,1,2.0,0,31,1.62,42,2.2,0,,3,5,1,45,54,64,41,2.15,271
34,3,20,,0,81,5,Fowler,0,24,8475764,-36,39,0.48148,D,2,18,20232024,0,1,0.04587,L,109,Cam Fowler,ANA,1465.3703,119,3.6,2.0,1,3.0,1,44,1.33,41,1.24,0,,1,1,0,40,42,107,27,0.81,258
32,20,46,0.57142,5,76,23,Tarasenko,0,12,8475765,13,55,0.72368,R,3,9,20232024,0,0,0.14838,L,155,Vladimir Tarasenko,"OTT,FLA",944.2105,39,1.95,1.0,1,2.0,4,27,1.35,85,4.26,0,,6,5,1,51,63,96,18,0.9,314
2,2,4,0.0,0,33,2,Watson,0,93,8475766,2,4,0.12121,L,0,0,20232024,0,0,0.11764,R,17,Austin Watson,TBL,435.8787,20,5.0,0.0,0,0.0,0,0,0.0,85,21.27,0,,0,0,0,8,8,9,3,0.75,34
17,6,20,0.57142,0,62,13,Schwartz,0,24,8475768,-15,30,0.48387,L,7,10,20232024,0,0,0.11111,L,117,Jaden Schwartz,SEA,981.7419,27,1.59,1.0,0,1.0,3,21,1.24,46,2.72,0,,1,4,2,38,45,47,40,2.36,209
1,1,2,0.58064,0,13,1,Wagner,0,9,8475780,3,2,0.15384,R,0,0,20232024,0,0,0.0625,R,16,Chris Wagner,COL,447.2307,5,3.09,0.0,0,0.0,0,2,1.23,30,18.57,1,,0,0,0,2,3,3,1,0.61,22
22,16,34,0.41935,3,74,24,Skinner,1,34,8475784,-2,46,0.62162,L,8,12,20232024,0,0,0.11374,L,211,Jeff Skinner,BUF,959.7702,13,0.65,1.0,0,1.0,4,33,1.67,26,1.31,3,,5,7,1,68,84,117,37,1.87,412
23,39,57,0.4375,7,80,54,Hyman,1,48,8475786,36,77,0.9625,L,15,20,20232024,0,0,0.1862,R,290,Zach Hyman,EDM,1170.025,37,1.42,1.0,2,3.0,3,19,0.73,87,3.34,1,,7,4,1,101,114,85,35,1.34,489
20,6,25,,1,78,6,Gudbranson,0,74,8475790,-14,26,0.33333,D,0,0,20232024,0,1,0.06593,R,91,Erik Gudbranson,CBJ,1179.6025,170,6.65,1.0,0,1.0,2,26,1.01,92,3.59,0,,1,5,3,30,39,88,21,0.82,218
2,2,3,0.66666,1,10,2,Hall,0,4,8475791,-3,4,0.4,L,0,1,20232024,0,0,0.1,L,20,Taylor Hall,CHI,979.8,3,1.1,0.0,0,0.0,1,3,1.1,7,2.57,0,,0,0,0,11,11,13,5,1.83,44
10,9,16,0.53144,4,63,13,Johansen,0,34,8475793,-6,23,0.36507,C,4,6,20232024,0,1,0.16666,R,78,Ryan Johansen,COL,818.5714,15,1.04,2.0,1,3.0,3,19,1.32,60,4.18,0,,1,0,0,25,26,28,21,1.46,132
27,22,42,0.5625,3,68,25,Seguin,0,26,8475794,10,52,0.7647,C,3,8,20232024,0,2,0.16233,R,154,Tyler Seguin,DAL,992.8235,22,1.17,2.0,1,3.0,2,27,1.43,61,3.25,0,,3,3,0,52,58,59,21,1.11,271
1,0,1,,0,3,0,McIlrath,0,5,8475795,1,1,0.33333,D,0,0,20232024,0,0,0.0,R,1,Dylan McIlrath,WSH,618.0,1,1.94,0.0,0,0.0,0,0,0.0,9,17.47,0,,0,0,0,2,2,1,0,0.0,4
9,0,8,,0,52,0,Tinordi,0,64,8475797,-27,9,0.17307,D,0,0,20232024,0,1,0.0,L,32,Jarred Tinordi,CHI,938.75,94,6.93,0.0,0,0.0,0,23,1.69,171,12.61,0,,0,1,1,10,12,34,4,0.29,78
48,11,36,0.46768,1,69,12,Granlund,1,32,8475798,-23,60,0.86956,C,1,23,20232024,0,1,0.08955,L,134,Mikael Granlund,SJS,1257.5652,55,2.28,0.0,0,0.0,1,21,0.87,62,2.57,2,,1,4,0,46,53,71,49,2.03,258
16,15,30,0.45614,3,77,18,Niederreiter,0,34,8475799,12,34,0.44155,R,3,4,20232024,0,0,0.10588,L,170,Nino Niederreiter,WPG,897.8961,42,2.18,1.0,3,4.0,1,17,0.88,115,5.98,1,,3,9,1,43,57,59,21,1.09,286
28,24,46,0.25,3,62,28,Rust,1,20,8475810,10,56,0.90322,R,3,9,20232024,1,1,0.14285,R,196,Bryan Rust,PIT,1174.6935,51,2.52,3.0,4,7.0,4,34,1.68,47,2.32,1,,4,12,0,73,90,57,29,1.43,343
10,2,12,,1,64,2,Hakanpää,0,33,8475825,10,12,0.1875,D,0,0,20232024,0,0,0.03571,R,56,Jani Hakanpää,DAL,1118.7812,123,6.18,1.0,0,1.0,0,31,1.55,196,9.85,0,,1,1,2,25,29,61,13,0.65,146
6,7,13,0.53375,0,77,10,Carrick,0,102,8475842,-11,16,0.20779,C,1,1,20232024,2,2,0.10869,R,92,Sam Carrick,"ANA,EDM",733.3376,35,2.23,0.0,1,1.0,1,17,1.08,167,10.64,0,,0,5,0,32,37,29,24,1.53,158
15,15,27,0.41176,2,77,16,Gallagher,0,74,8475848,-24,31,0.40259,R,1,4,20232024,0,0,0.10389,R,154,Brendan Gallagher,MTL,827.4415,35,1.97,0.0,0,0.0,4,27,1.52,63,3.55,0,,4,5,2,54,65,77,28,1.58,296
13,6,19,0.4375,0,73,6,Fast,0,16,8475855,0,19,0.26027,R,0,0,20232024,0,0,0.07594,R,79,Jesper Fast,CAR,756.2739,23,1.49,1.0,0,1.0,1,16,1.04,79,5.15,0,,0,0,0,30,30,25,25,1.63,134
5,0,3,,0,14,0,Klingberg,0,8,8475906,-7,5,0.35714,D,0,2,20232024,0,0,0.0,R,14,John Klingberg,TOR,1233.0714,15,3.12,0.0,0,0.0,0,12,2.5,13,2.71,0,,0,3,0,8,11,27,7,1.45,52
37,10,35,0.0,5,56,16,Stone,1,22,8475913,1,53,0.94642,R,4,14,20232024,2,4,0.13675,R,117,Mark Stone,VGK,1164.4285,40,2.2,3.0,0,3.0,3,29,1.6,34,1.87,0,,2,6,2,35,45,50,62,3.42,212
3,4,6,0.46031,1,25,4,Sgarbossa,0,2,8475958,0,7,0.28,C,0,1,20232024,0,0,0.14814,L,27,Michael Sgarbossa,WSH,658.24,3,0.65,0.0,0,0.0,0,11,2.4,16,3.5,0,,1,0,0,11,12,6,8,1.75,45
4,7,11,0.45714,2,44,8,Blackwell,0,10,8476278,-2,12,0.27272,C,1,1,20232024,0,0,0.0909,R,88,Colin Blackwell,CHI,869.5454,22,2.07,0.0,1,1.0,1,14,1.31,45,4.23,0,,0,7,0,23,30,43,21,1.97,161
20,10,26,0.23529,0,71,11,Palat,0,37,8476292,-9,31,0.43661,L,1,5,20232024,0,0,0.10185,L,108,Ondrej Palat,NJD,938.9154,49,2.64,0.0,0,0.0,2,26,1.4,92,4.96,1,,1,2,2,39,46,46,23,1.24,200
17,7,23,0.0,0,76,8,Manson,0,87,8476312,11,25,0.32894,D,0,0,20232024,1,2,0.06504,R,123,Josh Manson,COL,1066.9736,109,4.83,0.0,1,1.0,1,43,1.9,211,9.36,0,,1,4,0,50,55,118,46,2.04,296
0,0,0,,0,1,0,McCormick,0,0,8476323,0,0,0.0,L,0,0,20232024,0,0,,L,0,Max McCormick,SEA,338.0,0,0.0,,0,,0,0,0.0,0,0.0,0,,0,0,0,0,0,0,0,0.0,0
6,2,8,0.53488,1,16,2,Boyd,0,2,8476329,3,8,0.5,C,0,0,20232024,0,0,0.16666,R,12,Travis Boyd,ARI,577.3125,10,3.89,0.0,0,0.0,0,3,1.16,10,3.89,0,,1,0,0,5,6,8,1,0.38,26
28,3,30,,0,82,3,DeMelo,0,36,8476331,46,31,0.37804,D,0,1,20232024,0,0,0.03614,R,83,Dylan DeMelo,WPG,1303.7804,139,4.68,0.0,0,0.0,0,60,2.02,167,5.62,1,,1,0,0,41,43,66,14,0.47,192
48,11,42,0.0,3,81,12,Gaudreau,1,22,8476346,-27,60,0.74074,L,1,18,20232024,0,0,0.075,L,160,Johnny Gaudreau,CBJ,1128.7777,23,0.9,1.0,2,3.0,1,40,1.57,2,0.07,3,,4,8,1,40,56,96,34,1.33,312
12,1,9,,0,71,1,Seeler,0,78,8476372,9,13,0.18309,D,0,0,20232024,0,4,0.01,L,100,Nick Seeler,PHI,1016.9014,205,10.22,0.0,0,0.0,0,30,1.49,132,6.58,0,,1,2,2,45,50,75,10,0.49,225
9,9,17,0.48141,0,62,9,Kuraly,0,40,8476374,-5,18,0.29032,C,0,0,20232024,0,1,0.09782,L,92,Sean Kuraly,CBJ,824.1129,34,2.39,1.0,0,1.0,1,16,1.12,156,10.99,0,,2,1,2,29,34,41,16,1.12,167
52,13,52,0.58733,5,82,25,Trocheck,1,55,8476389,16,77,0.93902,C,11,24,20232024,1,1,0.11627,R,215,Vincent Trocheck,NYR,1287.2804,86,2.93,4.0,2,6.0,6,36,1.22,175,5.96,2,,12,17,1,115,147,84,50,1.7,446
23,11,31,0.48985,1,81,12,Lowry,1,57,8476392,17,35,0.43209,C,0,2,20232024,1,2,0.10084,L,119,Adam Lowry,WPG,966.2469,65,2.98,3.0,1,4.0,2,17,0.78,181,8.32,0,,1,1,2,70,74,43,38,1.74,236
8,7,15,0.53125,3,69,7,Cousins,0,64,8476393,1,15,0.21739,C,0,0,20232024,0,0,0.06306,L,111,Nick Cousins,FLA,731.1594,33,2.35,0.0,0,0.0,3,23,1.64,130,9.27,0,,1,0,0,30,31,39,31,2.21,181
24,23,45,0.44927,7,78,30,Coleman,0,76,8476399,19,54,0.6923,L,3,3,20232024,4,6,0.15706,L,191,Blake Coleman,CGY,1027.9871,57,2.55,0.0,7,7.0,2,34,1.52,128,5.74,0,,5,6,6,54,71,82,43,1.93,344
22,9,25,0.55428,2,82,11,Pageau,1,13,8476419,-8,33,0.40243,C,1,2,20232024,1,6,0.10891,R,101,Jean-Gabriel Pageau,NYI,954.5,81,3.72,1.0,0,1.0,3,31,1.42,196,9.01,1,,2,4,0,43,50,34,27,1.24,185
18,5,18,,1,61,6,Reilly,0,30,8476422,-1,24,0.39344,D,0,5,20232024,1,1,0.04761,L,126,Mike Reilly,"FLA,NYI",1029.3606,60,3.43,0.0,0,0.0,1,29,1.66,47,2.69,1,,2,4,2,49,58,78,8,0.45,262
5,0,5,,0,41,0,Mayfield,0,35,8476429,-7,5,0.12195,D,0,0,20232024,0,0,0.0,R,36,Scott Mayfield,NYI,1125.878,106,8.26,0.0,0,0.0,0,35,2.72,70,5.45,0,,1,2,0,14,17,54,7,0.54,107
13,16,26,0.54267,1,58,22,Jenner,0,28,8476432,-8,35,0.60344,C,5,8,20232024,1,1,0.14193,L,155,Boone Jenner,CBJ,1205.7586,74,3.8,2.0,1,3.0,7,19,0.97,119,6.12,3,,8,4,3,64,82,50,24,1.23,287
16,21,37,0.42857,7,82,26,Saad,2,20,8476438,-4,42,0.51219,L,5,5,20232024,0,0,0.18055,L,144,Brandon Saad,STL,930.1829,16,0.75,0.0,1,1.0,5,17,0.8,17,0.8,2,,4,4,1,45,56,47,33,1.55,247
5,1,6,,0,53,1,Edmundson,0,23,8476441,-2,6,0.1132,D,0,0,20232024,0,0,0.02173,L,46,Joel Edmundson,"WSH,TOR",999.9622,65,4.41,0.0,0,0.0,0,36,2.44,80,5.43,0,,2,5,0,19,26,50,9,0.61,122
3,1,4,,0,22,1,Nieto,0,4,8476442,5,4,0.18181,L,0,0,20232024,0,0,0.07692,L,13,Matt Nieto,PIT,696.6818,9,2.11,0.0,0,0.0,0,4,0.93,14,3.28,0,,1,0,0,9,10,4,4,0.93,27
30,22,43,0.56217,2,70,30,Karlsson,0,22,8476448,15,60,0.85714,C,7,15,20232024,1,2,0.17142,L,175,William Karlsson,VGK,1056.1,46,2.24,3.0,3,6.0,2,35,1.7,43,2.09,0,,2,1,1,59,63,63,42,2.04,301
100,31,91,0.5,6,81,44,Kucherov,1,22,8476453,8,144,1.77777,R,13,53,20232024,0,0,0.14379,L,306,Nikita Kucherov,TBL,1300.1234,35,1.19,7.0,7,14.0,3,96,3.28,45,1.53,2,,7,12,10,121,152,177,62,2.11,635
49,14,38,0.47967,3,80,18,Nugent-Hopkins,0,36,8476454,10,67,0.8375,C,4,26,20232024,0,3,0.09836,L,183,Ryan Nugent-Hopkins,EDM,1177.45,33,1.26,1.0,1,2.0,1,34,1.29,62,2.36,3,,11,5,1,61,81,105,61,2.33,369
40,8,33,0.48387,2,81,12,Huberdeau,0,49,8476456,-29,52,0.64197,L,4,19,20232024,0,0,0.08391,L,143,Jonathan Huberdeau,CGY,1045.3209,37,1.57,3.0,0,3.0,2,66,2.8,60,2.55,0,,5,9,0,52,66,70,52,2.21,279
14,4,17,,1,81,4,Larsson,0,55,8476457,6,18,0.22222,D,0,0,20232024,0,1,0.03076,R,130,Adam Larsson,SEA,1376.7037,151,4.87,0.0,0,0.0,1,18,0.58,162,5.22,0,,0,3,0,54,57,117,22,0.71,304
30,9,26,0.4609,0,79,11,Strome,0,86,8476458,-20,41,0.51898,C,2,15,20232024,0,0,0.08396,R,131,Ryan Strome,ANA,947.9367,21,1.0,0.0,0,0.0,2,42,2.01,64,3.07,0,,2,7,0,34,43,40,29,1.39,214
