assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,firstGoals,giveaways,giveawaysPer60,hits,hitsPer60,missedShotCrossbar,missedShotFailedBankAttempt,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,shotAttemptsBlocked,takeaways,takeawaysPer60,totalShotAttempts
36,16,45,0.4,2,63,22,Schmaltz,0,20,8477951,4,58,0.92063,C,6,12,20222023,0,1,0.16666,R,132,Nick Schmaltz,ARI,1182.5555,28,1.35,2.0,1,3.0,4,55,2.65,12,0.57,0,,6,7,,49,62,57,61,2.94,251
9,4,8,0.38461,3,28,7,Fabbri,1,22,8477952,-1,16,0.57142,C,3,8,20222023,0,0,0.2,L,35,Robby Fabbri,DET,959.8928,15,2.0,0.0,0,0.0,0,12,1.6,49,6.56,0,,2,1,,15,18,12,6,0.8,65
19,11,27,0.37974,5,66,15,Kapanen,1,18,8477953,-8,34,0.51515,R,3,6,20222023,1,1,0.12931,R,116,Kasperi Kapanen,"PIT,STL",821.0454,20,1.32,0.0,1,1.0,3,20,1.32,99,6.57,2,,2,1,,23,28,31,17,1.12,175
30,30,51,0.33333,3,79,40,McCann,0,14,8477955,18,70,0.88607,L,7,16,20222023,3,3,0.19047,L,210,Jared McCann,SEA,980.3544,28,1.3,1.0,0,1.0,8,28,1.3,65,3.02,3,,6,13,,55,77,109,56,2.6,396
52,43,76,0.42105,13,82,61,Pastrnak,4,38,8477956,34,113,1.37804,R,18,37,20222023,0,0,0.14987,R,407,David Pastrnak,BOS,1173.8658,33,1.23,2.0,4,6.0,10,109,4.07,91,3.4,3,,5,4,,122,134,186,52,1.94,727
26,27,44,0.31372,6,82,41,Kempe,1,55,8477960,22,67,0.81707,R,11,20,20222023,3,3,0.164,L,250,Adrian Kempe,LAK,1125.4756,32,1.24,2.0,3,5.0,5,39,1.52,119,4.64,2,,6,5,,79,92,109,24,0.93,451
7,2,9,0.5,0,45,2,Lemieux,0,74,8477962,-3,9,0.2,L,0,0,20222023,0,0,0.04545,L,44,Brendan Lemieux,"LAK,PHI",610.8888,15,1.96,0.0,0,0.0,0,6,0.78,131,17.15,0,,0,1,,13,14,21,6,0.78,79
29,14,39,0.38194,2,82,16,Barbashev,0,42,8477964,1,45,0.54878,L,2,5,20222023,0,1,0.12698,L,126,Ivan Barbashev,"STL,VGK",1005.3658,46,2.0,1.0,2,3.0,1,40,1.74,182,7.94,2,,3,2,,44,51,41,49,2.13,218
23,1,24,,0,68,1,Pettersson,0,58,8477969,4,24,0.35294,D,0,0,20222023,0,0,0.01041,L,96,Marcus Pettersson,PIT,1235.0294,131,5.61,2.0,0,2.0,0,43,1.84,133,5.7,0,,0,1,,52,53,67,25,1.07,216
4,0,4,,0,47,0,Englund,0,35,8477971,-1,4,0.0851,D,0,0,20222023,0,0,0.0,L,31,Andreas Englund,"COL,CHI",726.6808,33,3.47,1.0,0,1.0,0,8,0.84,133,14.01,0,,0,1,,20,21,20,9,0.94,72
8,4,12,0.42857,0,53,4,Aube-Kubel,0,50,8477979,1,12,0.22641,R,0,0,20222023,0,0,0.0597,R,67,Nicolas Aube-Kubel,"TOR,WSH",681.1132,9,0.89,0.0,0,0.0,0,18,1.79,117,11.66,1,,2,0,,32,35,31,14,1.39,133
0,0,0,,0,6,0,McKeown,0,8,8477981,1,0,0.0,D,0,0,20222023,0,0,0.0,R,3,Roland McKeown,NSH,778.6666,6,4.62,,0,,0,4,3.08,4,3.08,0,,0,0,,3,3,5,1,0.77,11
57,13,40,,5,80,16,Montour,2,107,8477986,9,73,0.9125,D,3,33,20222023,0,0,0.06611,R,242,Brandon Montour,FLA,1447.575,93,2.89,3.0,0,3.0,3,52,1.61,92,2.85,3,,3,4,,87,97,120,33,1.02,459
13,14,25,0.42176,0,71,14,Donato,0,46,8477987,16,27,0.38028,C,0,2,20222023,0,0,0.11475,L,122,Ryan Donato,SEA,675.2535,12,0.9,0.0,0,0.0,3,15,1.12,69,5.18,0,,2,3,,29,34,47,36,2.7,203
18,9,24,0.52017,1,64,10,Dvorak,0,6,8477989,-12,28,0.4375,C,0,3,20222023,1,1,0.11363,L,88,Christian Dvorak,MTL,1011.6406,66,3.66,1.0,2,3.0,0,34,1.89,13,0.72,1,,1,4,,21,27,29,20,1.11,144
0,0,0,0.66666,0,7,0,Kirkland,0,0,8477993,-3,0,0.0,C,0,0,20222023,0,0,0.0,L,5,Justin Kirkland,ANA,432.8571,3,3.56,,0,,0,0,0.0,8,9.5,0,,0,0,,3,3,6,0,0.0,14
15,12,27,0.53846,4,67,13,Foegele,0,28,8477998,7,28,0.41791,L,0,0,20222023,1,1,0.10317,L,126,Warren Foegele,EDM,762.1044,22,1.55,0.0,0,0.0,4,27,1.9,96,6.76,0,,1,3,,54,58,44,49,3.45,228
44,31,65,0.50729,9,82,51,Point,1,7,8478010,2,95,1.15853,C,20,30,20222023,0,0,0.21702,R,235,Brayden Point,TBL,1180.1829,37,1.37,2.0,1,3.0,9,45,1.67,37,1.37,3,,4,6,,72,85,73,51,1.89,393
9,9,16,,2,63,9,Walman,1,45,8478013,10,18,0.28571,D,0,2,20222023,0,0,0.06428,L,140,Jake Walman,DET,1183.1111,121,5.84,1.0,0,1.0,2,36,1.73,47,2.27,0,,4,3,,36,43,74,33,1.59,257
2,1,3,,0,23,1,Friedman,0,15,8478017,2,3,0.13043,D,0,0,20222023,0,0,0.02777,R,36,Mark Friedman,PIT,867.0,22,3.97,0.0,0,0.0,0,9,1.62,52,9.38,0,,0,1,,14,15,14,5,0.9,65
11,15,25,0.49206,2,67,16,Amadio,0,12,8478020,2,27,0.40298,R,1,2,20222023,0,0,0.16161,R,99,Michael Amadio,VGK,732.7462,27,1.97,0.0,0,0.0,2,13,0.95,56,4.1,0,,3,3,,22,28,23,36,2.63,150
3,1,4,0.375,1,28,1,Olofsson,0,2,8478028,0,4,0.14285,L,0,0,20222023,0,0,0.02941,L,34,Fredrik Olofsson,DAL,612.3214,8,1.67,0.0,0,0.0,0,4,0.83,32,6.71,0,,0,1,,10,11,13,7,1.46,58
43,6,43,,0,80,7,Toews,0,26,8478038,39,50,0.625,D,1,7,20222023,0,0,0.04242,L,165,Devon Toews,COL,1506.375,138,4.12,2.0,0,2.0,2,39,1.16,93,2.77,1,,4,6,,38,49,95,45,1.34,309
33,15,33,0.40298,2,77,26,Arvidsson,0,24,8478042,-4,59,0.76623,L,10,25,20222023,1,1,0.11403,R,228,Viktor Arvidsson,LAK,1025.7662,48,2.18,2.0,3,5.0,2,35,1.59,25,1.13,3,,4,4,,76,87,103,19,0.86,418
15,8,22,0.51134,1,70,12,Lafferty,0,37,8478043,-11,27,0.38571,C,0,0,20222023,4,5,0.11764,R,102,Sam Lafferty,"CHI,TOR",876.5142,33,1.93,1.0,0,1.0,3,34,1.99,125,7.33,0,,0,0,,33,33,29,27,1.58,164
14,7,20,0.4,0,65,8,Heinen,0,12,8478046,-5,22,0.33846,L,1,2,20222023,0,0,0.08333,L,96,Danton Heinen,PIT,645.4461,26,2.23,0.0,0,0.0,0,16,1.37,76,6.52,1,,3,1,,24,29,38,24,2.05,163
26,16,39,0.5,4,82,23,Bunting,0,103,8478047,21,49,0.59756,L,7,10,20222023,0,0,0.13218,L,174,Michael Bunting,TOR,947.817,18,0.83,1.0,2,3.0,4,38,1.76,85,3.93,2,,3,5,,69,79,45,49,2.26,298
0,0,0,0.0,0,9,0,Willman,0,4,8478051,-3,0,0.0,C,0,0,20222023,0,0,0.0,L,9,Max Willman,PHI,537.7777,6,4.46,,0,,0,0,0.0,16,11.9,0,,0,0,,4,4,4,1,0.74,17
28,12,34,,3,82,13,Forsling,0,40,8478055,19,41,0.5,D,1,5,20222023,0,2,0.0622,L,209,Gustav Forsling,FLA,1406.1463,106,3.3,1.0,0,1.0,2,47,1.46,69,2.15,1,,2,3,,60,66,138,40,1.24,413
12,9,21,0.53488,2,79,11,Joshua,0,60,8478057,-16,23,0.29113,C,1,1,20222023,1,1,0.15492,L,71,Dakota Joshua,VAN,691.2911,30,1.97,0.0,0,0.0,1,13,0.85,222,14.63,0,,3,0,,16,19,16,30,1.97,106
0,0,0,0.0,0,1,0,Suess,0,2,8478058,-1,0,0.0,L,0,0,20222023,0,0,,L,0,CJ Suess,SJS,350.0,0,0.0,,0,,0,0,0.0,1,10.28,0,,0,0,,0,0,0,0,0.0,0
0,0,0,,0,15,0,Mayo,0,8,8478062,-8,0,0.0,D,0,0,20222023,0,0,0.0,R,7,Dysin Mayo,ARI,701.8666,20,6.83,,0,,0,8,2.73,30,10.25,0,,0,0,,5,5,2,2,0.68,14
9,6,14,0.47368,0,73,6,Lindblom,0,18,8478067,-16,15,0.20547,L,0,1,20222023,0,0,0.08,L,75,Oskar Lindblom,SJS,634.4383,24,1.86,0.0,0,0.0,1,13,1.01,64,4.97,0,,0,2,,23,25,33,15,1.16,133
6,2,8,0.0,0,14,2,Bjork,0,2,8478075,4,8,0.57142,L,0,0,20222023,0,0,0.13333,L,15,Anders Bjork,"BUF,CHI",829.6428,4,1.23,0.0,0,0.0,0,10,3.09,8,2.47,0,,0,2,,2,4,8,6,1.85,27
0,0,0,0.57575,0,6,0,Chartier,0,0,8478078,0,0,0.0,C,0,0,20222023,0,0,0.0,L,8,Rourke Chartier,OTT,620.1666,3,2.9,,0,,0,0,0.0,10,9.67,0,,0,0,,2,2,4,1,0.96,14
18,13,30,0.625,0,72,15,Labanc,0,36,8478099,-17,33,0.45833,R,2,3,20222023,0,0,0.11627,R,129,Kevin Labanc,SJS,859.5694,28,1.62,1.0,1,2.0,4,26,1.51,70,4.07,2,,4,2,,36,44,78,37,2.15,251
16,9,24,0.28571,1,71,9,Blais,0,30,8478104,4,25,0.35211,L,0,1,20222023,0,0,0.12857,L,70,Samuel Blais,"NYR,STL",707.8591,35,2.5,0.0,0,0.0,2,23,1.64,238,17.04,1,,2,7,,22,32,24,16,1.14,126
12,21,28,0.16666,5,75,28,Olofsson,2,4,8478109,-23,40,0.53333,L,7,12,20222023,0,0,0.17391,L,161,Victor Olofsson,BUF,861.3066,15,0.83,1.0,3,4.0,2,22,1.22,16,0.89,0,,5,2,,41,48,64,24,1.33,273
13,16,27,0.51562,4,76,17,Engvall,0,31,8478115,8,30,0.39473,L,1,3,20222023,0,0,0.12977,L,131,Pierre Engvall,"TOR,NYI",818.2105,6,0.34,1.0,1,2.0,5,38,2.19,47,2.72,0,,7,4,,37,48,69,25,1.44,248
0,0,0,0.0,0,1,0,Kase,0,0,8478131,0,0,0.0,R,0,0,20222023,0,0,,R,0,Ondrej Kase,CAR,662.0,0,0.0,,0,,0,0,0.0,1,5.43,0,,1,0,,1,2,1,1,5.43,3
17,1,16,0.52,0,54,2,Evans,0,28,8478133,-5,19,0.35185,C,1,1,20222023,0,2,0.03636,R,55,Jake Evans,MTL,869.4074,41,3.14,0.0,0,0.0,1,29,2.22,27,2.07,0,,2,1,,14,17,35,19,1.45,107
12,3,14,,0,79,3,Middleton,0,72,8478136,15,15,0.18987,D,0,0,20222023,0,1,0.03797,L,79,Jake Middleton,MIN,1142.3544,155,6.18,0.0,0,0.0,1,23,0.91,115,4.58,0,,2,5,,36,43,55,18,0.71,177
0,0,0,,0,2,0,Highmore,0,0,8478146,1,0,0.0,C,0,0,20222023,0,0,0.0,L,2,Matthew Highmore,STL,645.0,0,0.0,,0,,0,0,0.0,4,11.16,0,,0,0,,0,0,1,1,2.79,3
0,0,0,,0,5,0,Imama,0,5,8478147,-2,0,0.0,L,0,0,20222023,0,0,,L,0,Bokondji Imama,ARI,449.0,2,3.2,,0,,0,0,0.0,13,20.84,0,,0,0,,1,1,2,0,0.0,3
0,0,0,,0,1,0,Hodgson,0,0,8478173,0,0,0.0,R,0,0,20222023,0,0,,R,0,Hayden Hodgson,PHI,286.0,0,0.0,,0,,0,0,0.0,0,0.0,0,,0,0,,0,0,0,0,0.0,0
2,1,3,,0,17,1,Raddysh,0,4,8478178,-4,3,0.17647,D,0,0,20222023,0,0,0.04,R,25,Darren Raddysh,TBL,988.8823,16,3.42,0.0,0,0.0,0,9,1.92,25,5.35,0,,0,1,,5,6,16,3,0.64,47
0,3,3,0.33333,0,37,3,Hunt,0,24,8478211,-10,3,0.08108,L,0,0,20222023,0,0,0.13043,L,23,Dryden Hunt,"NYR,COL,TOR",484.4054,4,0.8,,0,,0,2,0.4,100,20.08,0,,0,0,,10,10,9,5,1.0,42
1,0,1,0.25,0,3,0,Philp,0,2,8478224,0,1,0.33333,C,0,0,20222023,0,0,,R,0,Luke Philp,CHI,700.6666,0,0.0,0.0,0,0.0,0,0,0.0,4,6.85,0,,0,0,,0,0,0,2,3.42,0
26,15,37,0.35714,1,82,17,Mangiapane,0,40,8478233,12,43,0.52439,L,2,4,20222023,0,2,0.0934,L,182,Andrew Mangiapane,CGY,1009.3048,26,1.13,1.0,0,1.0,4,32,1.39,86,3.74,3,,6,12,,53,74,87,48,2.08,343
19,17,32,0.41176,1,81,22,Vatrano,1,66,8478366,-29,41,0.50617,R,5,9,20222023,0,0,0.09523,L,231,Frank Vatrano,ANA,1000.716,75,3.33,0.0,2,2.0,2,34,1.51,86,3.81,0,,3,3,,56,62,61,21,0.93,354
0,0,0,,0,1,0,Bardreau,0,2,8478367,0,0,0.0,C,0,0,20222023,0,0,,R,0,Cole Bardreau,NYI,397.0,0,0.0,,0,,0,0,0.0,2,18.13,0,,0,0,,1,1,1,0,0.0,2
0,0,0,0.0,0,3,0,Soshnikov,0,0,8478373,-2,0,0.0,R,0,0,20222023,0,0,0.0,L,4,Nikita Soshnikov,NYI,596.3333,0,0.0,,0,,0,1,2.01,8,16.09,0,,0,0,,4,4,1,0,0.0,9
31,6,29,,0,81,7,Hanifin,0,33,8478396,2,38,0.46913,D,1,8,20222023,0,1,0.03977,L,176,Noah Hanifin,CGY,1358.5061,129,4.22,3.0,0,3.0,1,53,1.73,76,2.48,0,,5,6,,71,82,124,58,1.89,382
38,9,26,,4,79,11,Andersson,1,26,8478397,5,49,0.62025,D,1,21,20222023,1,2,0.06918,R,159,Rasmus Andersson,CGY,1445.2151,136,4.28,0.0,0,0.0,1,51,1.6,50,1.57,3,,2,12,,47,64,81,29,0.91,304
49,23,51,0.28571,8,82,31,Connor,2,20,8478398,-11,80,0.9756,L,8,29,20222023,0,0,0.11355,L,273,Kyle Connor,WPG,1231.756,24,0.85,3.0,1,4.0,6,40,1.42,43,1.53,1,,11,17,,77,106,118,42,1.49,497
17,3,20,,1,80,4,Siegenthaler,0,44,8478399,27,21,0.2625,D,1,1,20222023,0,0,0.04761,L,84,Jonas Siegenthaler,NJD,1209.2375,151,5.61,0.0,0,0.0,1,36,1.33,101,3.75,0,,5,4,,43,52,53,29,1.07,189
7,8,15,0.43076,0,68,8,White,0,12,8478400,0,15,0.22058,C,0,0,20222023,0,0,0.125,R,64,Colin White,FLA,578.1176,29,2.65,0.0,0,0.0,1,16,1.46,61,5.58,0,,0,0,,25,25,25,14,1.28,114
36,18,48,0.4527,3,82,21,Zacha,0,16,8478401,26,57,0.69512,C,3,8,20222023,0,1,0.1603,L,131,Pavel Zacha,BOS,963.3536,21,0.95,1.0,1,2.0,3,35,1.59,67,3.05,0,,7,4,,37,48,41,31,1.41,220
89,39,75,0.51928,11,82,64,McDavid,2,36,8478402,22,153,1.86585,C,21,71,20222023,4,7,0.18181,L,352,Connor McDavid,EDM,1343.1341,40,1.3,3.0,4,7.0,8,77,2.51,89,2.9,0,,12,8,,69,89,88,82,2.68,529
39,25,51,0.45271,2,67,27,Eichel,1,6,8478403,26,66,0.98507,C,2,14,20222023,0,1,0.12107,R,223,Jack Eichel,VGK,1126.0149,56,2.67,0.0,2,2.0,6,54,2.57,59,2.81,1,,4,8,,47,60,76,47,2.24,359
50,14,49,,2,81,14,Dunn,1,55,8478407,28,64,0.79012,D,0,15,20222023,0,0,0.09395,L,149,Vince Dunn,SEA,1420.1604,80,2.5,3.0,0,3.0,1,54,1.68,115,3.59,1,,3,6,,66,76,109,50,1.56,334
0,1,1,,0,11,1,Dermott,0,2,8478408,-4,1,0.0909,D,0,0,20222023,0,0,0.14285,L,7,Travis Dermott,VAN,825.0,10,3.96,,0,,0,1,0.39,10,3.96,0,,0,0,,2,2,5,1,0.39,14
2,3,5,0.25,1,13,3,Richard,0,6,8478409,2,5,0.38461,C,0,0,20222023,0,0,0.23076,L,13,Anthony Richard,MTL,597.5384,3,1.39,0.0,0,0.0,1,2,0.92,25,11.58,0,,0,1,,8,9,3,2,0.92,25
5,6,11,0.14285,0,62,6,Greenway,0,26,8478413,-6,11,0.17741,L,0,0,20222023,0,0,0.0606,L,99,Jordan Greenway,"MIN,BUF",810.2903,39,2.79,0.0,1,1.0,0,13,0.93,107,7.66,0,,2,3,,38,43,48,12,0.85,190
26,23,43,0.36842,5,78,40,Meier,1,43,8478414,-19,66,0.84615,R,17,23,20222023,0,0,0.12232,L,327,Timo Meier,"SJS,NJD",1163.2948,37,1.46,3.0,0,3.0,3,65,2.57,154,6.1,2,,7,13,,115,137,135,58,2.3,599
3,1,4,,1,22,1,Zboril,0,6,8478415,-1,4,0.18181,D,0,0,20222023,0,0,0.07692,L,13,Jakub Zboril,BOS,797.3636,19,3.89,0.0,0,0.0,0,5,1.02,31,6.36,0,,0,0,,8,8,10,4,0.82,31
14,1,14,,0,70,2,Cernak,0,53,8478416,8,16,0.22857,D,0,0,20222023,1,2,0.02298,R,87,Erik Cernak,TBL,1154.4142,100,4.45,2.0,1,3.0,0,31,1.38,209,9.31,0,,2,4,,27,33,46,21,0.93,166
50,42,68,0.49006,9,82,55,Rantanen,3,82,8478420,15,105,1.28048,R,13,37,20222023,0,0,0.17973,L,306,Mikko Rantanen,COL,1333.4512,41,1.34,3.0,5,8.0,11,45,1.48,77,2.53,1,,12,7,,101,121,131,61,2.0,558
7,5,12,0.66666,1,61,5,Greer,0,114,8478421,9,12,0.19672,L,0,0,20222023,0,0,0.07575,L,66,A.J. Greer,BOS,546.5409,25,2.69,0.0,1,1.0,0,14,1.51,101,10.9,0,,1,2,,16,19,22,17,1.83,107
2,3,5,0.22222,0,22,3,Harkins,0,12,8478424,4,5,0.22727,C,0,0,20222023,0,0,0.16666,L,18,Jansen Harkins,WPG,649.1818,11,2.77,0.0,0,0.0,1,8,2.01,16,4.03,0,,0,0,,7,7,15,7,1.76,40
31,26,48,0.51353,9,75,36,Aho,2,42,8478427,8,67,0.89333,C,7,15,20222023,3,4,0.16513,L,218,Sebastian Aho,CAR,1169.7333,21,0.86,2.0,3,5.0,7,63,2.58,59,2.42,0,,5,8,,80,93,66,63,2.58,377
6,8,14,0.5,0,59,8,Svechnikov,0,26,8478431,-6,14,0.23728,L,0,0,20222023,0,0,0.125,L,64,Evgeny Svechnikov,SJS,644.8644,21,1.98,0.0,0,0.0,2,21,1.98,100,9.46,0,,1,3,,26,30,28,24,2.27,122
14,12,25,0.18367,0,80,13,Fischer,0,20,8478432,-7,27,0.3375,R,0,1,20222023,1,1,0.10655,R,122,Christian Fischer,ARI,890.825,37,1.86,2.0,1,3.0,4,32,1.61,126,6.36,0,,1,3,,36,40,41,19,0.95,203
10,8,18,0.33333,0,74,8,Kolesar,0,68,8478434,6,18,0.24324,R,0,0,20222023,0,0,0.12698,R,63,Keegan Kolesar,VGK,688.4324,31,2.19,0.0,0,0.0,4,16,1.13,279,19.71,0,,0,1,,23,24,26,14,0.98,113
26,12,31,0.44527,3,51,17,Novak,1,8,8478438,5,43,0.84313,C,5,12,20222023,0,0,0.18279,L,93,Thomas Novak,NSH,879.196,23,1.84,0.0,0,0.0,4,15,1.2,9,0.72,0,,1,2,,25,28,38,26,2.08,159
30,23,40,0.46666,5,60,31,Konecny,0,77,8478439,-12,61,1.01666,R,5,15,20222023,3,6,0.1623,R,191,Travis Konecny,PHI,1206.9833,38,1.88,0.0,3,3.0,3,26,1.29,55,2.73,1,,4,6,,70,81,86,34,1.69,358
42,20,44,0.48798,2,81,23,Strome,0,24,8478440,-4,65,0.80246,C,3,21,20222023,0,0,0.14935,L,154,Dylan Strome,WSH,1001.2222,43,1.9,0.0,1,1.0,5,42,1.86,20,0.88,0,,5,7,,54,66,55,45,1.99,275
13,3,14,,0,75,3,Carlo,0,38,8478443,44,16,0.21333,D,0,0,20222023,0,2,0.03191,R,94,Brandon Carlo,BOS,1129.84,116,4.92,2.0,0,2.0,0,21,0.89,128,5.43,0,,2,6,,25,33,47,28,1.18,174
37,12,39,0.38596,3,74,18,Boeser,0,24,8478444,-20,55,0.74324,R,6,16,20222023,0,0,0.10112,R,178,Brock Boeser,VAN,1034.4864,32,1.5,2.0,1,3.0,4,21,0.98,49,2.3,1,,6,3,,55,65,66,23,1.08,309
37,10,32,0.35616,5,58,14,Barzal,1,22,8478445,5,51,0.87931,C,4,19,20222023,0,0,0.10071,R,139,Mathew Barzal,NYI,1122.9655,34,1.87,0.0,0,0.0,1,68,3.75,25,1.38,1,,3,15,,37,56,59,49,2.7,254
0,0,0,0.36363,0,3,0,Gawdin,0,0,8478446,-1,0,0.0,C,0,0,20222023,0,0,0.0,R,3,Glenn Gawdin,ANA,575.6666,3,6.25,,0,,0,1,2.08,4,8.33,0,,0,0,,1,1,0,0,0.0,4
38,25,51,0.51983,5,73,37,Hintz,0,30,8478449,31,75,1.02739,C,9,21,20222023,3,3,0.20108,L,184,Roope Hintz,DAL,1053.4657,45,2.1,0.0,2,2.0,10,38,1.77,47,2.2,2,,4,13,,49,68,64,26,1.21,316
1,0,1,,0,12,0,Wotherspoon,0,4,8478450,5,1,0.08333,D,0,0,20222023,0,0,0.0,L,10,Parker Wotherspoon,NYI,799.5833,7,2.62,0.0,0,0.0,0,1,0.37,8,3.0,0,,0,0,,2,2,5,4,1.5,17
13,3,15,,1,61,3,Bear,0,25,8478451,6,16,0.26229,D,0,0,20222023,0,1,0.04,R,75,Ethan Bear,VAN,1111.6229,82,4.35,2.0,0,2.0,0,28,1.48,39,2.07,0,,0,3,,28,31,49,17,0.9,155
12,3,12,,1,73,4,Jones,1,40,8478452,-19,16,0.21917,D,1,4,20222023,0,0,0.04651,L,86,Caleb Jones,CHI,1152.5753,118,5.04,0.0,0,0.0,1,49,2.09,116,4.96,1,,1,6,,33,41,70,29,1.24,197
0,0,0,,0,12,0,Juulsen,0,6,8478454,1,0,0.0,D,0,0,20222023,0,0,0.0,R,5,Noah Juulsen,VAN,897.9166,16,5.34,,0,,0,2,0.66,43,14.36,0,,1,1,,4,6,7,3,1.0,18
1,1,2,,1,7,1,Wagner,0,0,8478455,-2,2,0.28571,L,0,0,20222023,0,0,0.07692,L,13,Austin Wagner,CHI,728.2857,1,0.7,0.0,0,0.0,0,3,2.11,19,13.41,0,,0,0,,5,5,7,3,2.11,25
33,7,32,0.44994,2,77,11,Roslovic,1,10,8478458,-14,44,0.57142,C,2,9,20222023,2,3,0.08943,R,123,Jack Roslovic,CBJ,986.7922,53,2.51,0.0,0,0.0,1,45,2.13,42,1.98,0,,4,8,,29,41,54,31,1.46,218
5,3,6,,0,13,3,Werenski,0,0,8478460,-6,8,0.61538,D,0,2,20222023,0,0,0.07317,L,41,Zach Werenski,CBJ,1415.7692,24,4.69,0.0,0,0.0,1,9,1.76,5,0.97,1,,1,2,,9,13,23,14,2.73,77
16,11,23,0.48046,5,65,14,Roy,1,24,8478462,10,30,0.46153,C,3,6,20222023,0,1,0.13861,R,101,Nicolas Roy,VGK,977.9076,41,2.32,1.0,1,2.0,3,13,0.73,83,4.7,0,,3,5,,30,38,39,45,2.54,178
22,15,36,0.23076,5,82,18,Beauvillier,1,24,8478463,-10,40,0.4878,R,3,4,20222023,0,0,0.10227,L,176,Anthony Beauvillier,"NYI,VAN",976.0,30,1.34,0.0,1,1.0,2,34,1.52,78,3.5,1,,4,5,,47,57,52,32,1.43,285
2,1,3,,0,17,1,Brisebois,0,6,8478465,-2,3,0.17647,D,0,0,20222023,0,0,0.06666,L,15,Guillaume Brisebois,VAN,992.3529,27,5.76,1.0,0,1.0,0,6,1.28,11,2.34,0,,0,0,,6,6,3,1,0.21,24
25,15,32,0.4,3,66,21,Sprong,0,14,8478466,13,46,0.69696,R,6,14,20222023,0,0,0.14285,R,147,Daniel Sprong,SEA,685.1363,17,1.35,0.0,0,0.0,4,21,1.67,33,2.62,0,,3,3,,58,64,69,21,1.67,280
9,3,11,,0,67,3,Lauzon,0,66,8478468,-11,12,0.1791,D,0,0,20222023,0,1,0.03896,L,77,Jeremy Lauzon,NSH,1010.5074,75,3.98,1.0,0,1.0,0,23,1.22,250,13.29,0,,2,6,,27,35,50,3,0.15,162
30,6,21,,0,68,11,Chabot,0,52,8478469,-11,41,0.60294,D,5,20,20222023,0,0,0.06666,L,165,Thomas Chabot,OTT,1498.3382,123,4.34,1.0,0,1.0,2,65,2.29,79,2.79,0,,3,6,,54,63,127,19,0.67,355
15,0,12,0.33333,0,56,3,Joseph,0,36,8478472,5,18,0.32142,R,1,3,20222023,2,3,0.04545,L,66,Mathieu Joseph,OTT,841.4642,28,2.13,0.0,1,1.0,0,18,1.37,80,6.11,0,,1,6,,21,28,30,25,1.9,124
21,18,37,0.40243,3,77,24,Crouse,0,35,8478474,-3,45,0.58441,L,6,8,20222023,0,0,0.15894,L,151,Lawson Crouse,ARI,1065.2467,58,2.54,0.0,3,3.0,1,32,1.4,194,8.51,0,,4,5,,46,55,53,32,1.4,259
0,2,2,,1,14,2,Capobianco,0,6,8478476,1,2,0.14285,D,0,0,20222023,0,0,0.14285,L,14,Kyle Capobianco,WPG,739.5714,6,2.08,,0,,0,7,2.43,12,4.17,0,,0,2,,7,9,11,6,2.08,34
69,17,58,0.0,4,80,30,Marner,2,28,8478483,18,99,1.2375,R,9,36,20222023,4,5,0.15306,R,196,Mitch Marner,TOR,1276.575,45,1.58,3.0,2,5.0,5,94,3.31,53,1.86,0,,4,7,,55,66,140,104,3.66,402
0,0,0,,0,7,0,Larsson,0,6,8478491,0,0,0.0,D,0,0,20222023,0,0,0.0,L,4,Jacob Larsson,OTT,718.1428,6,4.29,,0,,0,6,4.29,7,5.01,0,,0,0,,1,1,7,1,0.71,12
38,9,35,0.4935,1,78,23,Eriksson Ek,0,44,8478493,4,61,0.78205,C,12,23,20222023,2,3,0.09311,L,247,Joel Eriksson Ek,MIN,1139.6794,55,2.22,0.0,2,2.0,5,14,0.56,119,4.81,1,,7,3,,78,89,61,44,1.78,397
10,6,14,0.0,0,66,7,Gurianov,0,10,8478495,-9,17,0.25757,R,1,3,20222023,0,0,0.06034,L,116,Denis Gurianov,"DAL,MTL",791.7727,27,1.86,0.0,0,0.0,1,34,2.34,43,2.96,2,,3,3,,44,52,59,16,1.1,227
23,21,35,0.26666,6,64,27,DeBrusk,0,16,8478498,26,50,0.78125,L,6,14,20222023,0,1,0.14136,L,191,Jake DeBrusk,BOS,1006.5937,22,1.22,0.0,2,2.0,6,18,1.0,85,4.74,1,,2,6,,45,54,53,28,1.56,298
21,6,23,,1,82,6,Provorov,1,24,8478500,-17,27,0.32926,D,0,2,20222023,0,2,0.05217,L,115,Ivan Provorov,PHI,1381.3658,162,5.14,1.0,0,1.0,0,85,2.7,97,3.08,0,,1,5,,52,58,83,34,1.08,256
